age,sex,job,housing,saving_account,checking_account,credit_amount,duration,risk,purpose,age_group,credit_per_month,saving_score,checking_score
22,male,unskilled_and_non-resident,rent,little,moderate,276,9,0,car,Young,30.666666666666668,1,2
40,male,unskilled_and_non-resident,free,little,moderate,5381,48,0,vacation/others,Middle-aged,112.10416666666667,1,2
25,male,skilled,own,moderate,moderate,5511,24,0,furniture/equipment,Young,229.625,2,2
26,female,skilled,own,little,rich,3749,24,0,furniture/equipment,Young,156.20833333333334,1,3
25,male,unskilled_and_non-resident,own,little,moderate,685,12,1,car,Young,57.083333333333336,1,2
29,male,unskilled_and_non-resident,own,little,rich,1494,4,0,car,Young,373.5,1,3
31,male,skilled,own,little,little,2746,36,1,furniture/equipment,Young,76.27777777777777,1,1
38,male,unskilled_and_non-resident,own,little,little,708,12,0,furniture/equipment,Middle-aged,59.0,1,1
48,female,unskilled_and_non-resident,own,little,moderate,4351,24,0,furniture/equipment,Middle-aged,181.29166666666666,1,2
32,male,skilled,own,little,little,701,12,0,education,Young,58.416666666666664,1,1
27,female,unskilled_and_non-resident,own,little,little,3643,15,0,furniture/equipment,Young,242.86666666666667,1,1
28,male,highly skilled,own,little,moderate,4249,30,1,car,Young,141.63333333333333,1,2
32,male,skilled,own,little,little,1938,24,1,radio/TV,Young,80.75,1,1
34,male,highly skilled,free,little,little,2910,24,0,car,Young,121.25,1,1
28,male,skilled,own,rich,little,2659,18,0,furniture/equipment,Young,147.72222222222223,3,1
36,female,skilled,own,little,little,1028,18,0,car,Middle-aged,57.111111111111114,1,1
39,male,unskilled_and_non-resident,own,little,little,3398,8,0,car,Middle-aged,424.75,1,1
49,male,skilled,rent,little,moderate,5801,12,0,furniture/equipment,Middle-aged,483.4166666666667,1,2
34,female,skilled,own,rich,moderate,1525,24,0,car,Young,63.541666666666664,3,2
31,male,skilled,own,little,rich,4473,36,0,radio/TV,Young,124.25,1,3
28,male,skilled,own,little,moderate,1068,6,0,radio/TV,Young,178.0,1,2
75,male,highly skilled,free,little,little,6615,24,0,car,Retired,275.625,1,1
30,female,skilled,own,moderate,moderate,1864,18,1,education,Young,103.55555555555556,2,2
24,female,highly skilled,own,moderate,moderate,7408,60,1,car,Young,123.46666666666667,2,2
24,female,unskilled_and_non-resident,rent,moderate,moderate,11590,48,1,car,Young,241.45833333333334,2,2
23,male,skilled,rent,little,little,4110,24,1,furniture/equipment,Young,171.25,1,1
44,male,highly skilled,rent,little,little,3384,6,1,furniture/equipment,Middle-aged,564.0,1,1
23,female,unskilled_and_non-resident,own,little,moderate,2101,13,0,radio/TV,Young,161.6153846153846,1,2
24,female,skilled,rent,little,little,1275,15,1,domestic appliances,Young,85.0,1,1
28,male,skilled,own,little,little,4169,24,0,furniture/equipment,Young,173.70833333333334,1,1
31,male,unskilled_and_non-resident,own,little,moderate,1521,10,0,furniture/equipment,Young,152.1,1,2
24,female,skilled,free,little,moderate,5743,24,0,education,Young,239.29166666666666,1,2
26,female,unskilled_and_non-resident,rent,little,little,3599,21,0,furniture/equipment,Young,171.38095238095238,1,1
25,male,skilled,rent,quite rich,moderate,3213,18,0,radio/TV,Young,178.5,4,2
33,male,highly skilled,own,little,moderate,4439,18,0,business,Young,246.61111111111111,1,2
37,male,unskilled_and_non-resident,own,little,rich,3949,10,0,car,Middle-aged,394.9,1,3
43,female,unskilled_and_non-resident,own,little,little,1459,15,0,radio/TV,Middle-aged,97.26666666666667,1,1
23,male,skilled,own,little,moderate,882,13,0,radio/TV,Young,67.84615384615384,1,2
23,female,unskilled_and_non-resident,rent,quite rich,moderate,3758,24,0,radio/TV,Young,156.58333333333334,4,2
34,male,unskilled_and_non-resident,own,moderate,moderate,1743,6,0,business,Young,290.5,2,2
32,male,skilled,free,rich,moderate,1136,9,1,education,Young,126.22222222222223,3,2
23,female,skilled,rent,little,little,1236,9,0,domestic appliances,Young,137.33333333333334,1,1
29,female,skilled,own,little,moderate,959,9,1,furniture/equipment,Young,106.55555555555556,1,2
38,male,highly skilled,own,little,moderate,3229,18,0,car,Middle-aged,179.38888888888889,1,2
28,male,skilled,rent,little,little,6199,12,1,radio/TV,Young,516.5833333333334,1,1
46,male,skilled,free,quite rich,moderate,727,10,0,education,Middle-aged,72.7,4,2
23,male,unskilled_and_non-resident,own,little,moderate,1246,24,1,car,Young,51.916666666666664,1,2
49,male,skilled,own,little,moderate,2331,12,0,radio/TV,Middle-aged,194.25,1,2
26,male,highly skilled,own,little,little,4463,36,1,radio/TV,Young,123.97222222222223,1,1
28,male,skilled,own,little,little,776,12,0,radio/TV,Young,64.66666666666667,1,1
23,female,skilled,rent,little,little,2406,30,1,furniture/equipment,Young,80.2,1,1
61,male,skilled,free,little,moderate,1239,18,0,education,Middle-aged,68.83333333333333,1,2
37,male,highly skilled,own,little,rich,3399,12,0,radio/TV,Middle-aged,283.25,1,3
36,female,skilled,own,little,rich,2247,12,0,car,Middle-aged,187.25,1,3
21,male,skilled,rent,little,little,1766,6,0,furniture/equipment,Young,294.3333333333333,1,1
25,male,unskilled_and_non-resident,own,little,little,2473,18,1,furniture/equipment,Young,137.38888888888889,1,1
36,male,skilled,own,little,little,1542,12,0,business,Middle-aged,128.5,1,1
27,male,skilled,own,little,little,3850,18,0,car,Young,213.88888888888889,1,1
22,female,skilled,rent,little,little,3650,18,0,furniture/equipment,Young,202.77777777777777,1,1
42,male,skilled,own,little,little,3446,36,1,furniture/equipment,Middle-aged,95.72222222222223,1,1
40,female,skilled,rent,little,moderate,3001,18,0,furniture/equipment,Middle-aged,166.72222222222223,1,2
36,male,skilled,own,little,moderate,3079,36,0,car,Middle-aged,85.52777777777777,1,2
33,male,skilled,own,little,little,6070,18,0,radio/TV,Young,337.22222222222223,1,1
23,female,skilled,rent,little,little,2146,10,0,furniture/equipment,Young,214.6,1,1
63,male,highly skilled,free,little,moderate,13756,60,0,car,Middle-aged,229.26666666666668,1,2
60,female,highly skilled,free,moderate,moderate,14782,60,1,vacation/others,Middle-aged,246.36666666666667,2,2
37,female,skilled,rent,little,little,7685,48,1,business,Middle-aged,160.10416666666666,1,1
34,male,skilled,own,little,little,2320,18,0,radio/TV,Young,128.88888888888889,1,1
36,male,skilled,free,little,moderate,846,7,0,radio/TV,Middle-aged,120.85714285714286,1,2
57,male,highly skilled,free,little,moderate,14318,36,1,car,Middle-aged,397.72222222222223,1,2
52,female,unskilled_and_non-resident,own,moderate,moderate,362,6,0,car,Middle-aged,60.333333333333336,2,2
39,male,skilled,own,little,little,2212,20,0,furniture/equipment,Middle-aged,110.6,1,1
38,female,highly skilled,free,little,moderate,12976,18,1,car,Middle-aged,720.8888888888889,1,2
25,female,skilled,rent,little,moderate,1283,22,0,car,Young,58.31818181818182,1,2
26,male,skilled,own,little,rich,1330,12,0,car,Young,110.83333333333333,1,3
26,male,unskilled_and_non-resident,own,moderate,moderate,4272,30,0,business,Young,142.4,2,2
25,female,skilled,own,little,little,2238,18,0,radio/TV,Young,124.33333333333333,1,1
21,female,skilled,rent,little,moderate,1126,18,0,radio/TV,Young,62.55555555555556,1,2
40,male,highly skilled,own,little,moderate,7374,18,0,furniture/equipment,Middle-aged,409.6666666666667,1,2
27,male,skilled,own,quite rich,moderate,2326,15,0,business,Young,155.06666666666666,4,2
27,female,skilled,own,little,little,1449,9,0,business,Young,161.0,1,1
30,male,highly skilled,own,little,little,1820,18,0,car,Young,101.11111111111111,1,1
19,female,unskilled_and_non-resident,rent,rich,moderate,983,12,0,furniture/equipment,Young,81.91666666666667,3,2
39,male,highly skilled,free,little,little,3249,36,0,car,Middle-aged,90.25,1,1
31,female,skilled,own,little,little,1957,6,0,radio/TV,Young,326.1666666666667,1,1
31,male,highly skilled,own,little,little,2406,9,0,furniture/equipment,Young,267.3333333333333,1,1
32,male,skilled,rent,moderate,moderate,11760,39,0,education,Young,301.53846153846155,2,2
55,female,highly skilled,free,little,little,2578,12,0,furniture/equipment,Middle-aged,214.83333333333334,1,1
46,male,skilled,own,little,little,2348,36,0,furniture/equipment,Middle-aged,65.22222222222223,1,1
46,male,skilled,rent,little,moderate,1223,12,1,car,Middle-aged,101.91666666666667,1,2
43,female,unskilled_and_non-resident,own,rich,moderate,1516,24,0,radio/TV,Middle-aged,63.166666666666664,3,2
39,male,skilled,own,little,little,1473,18,0,radio/TV,Middle-aged,81.83333333333333,1,1
28,male,skilled,own,little,moderate,1887,18,0,business,Young,104.83333333333333,1,2
27,male,skilled,own,little,little,8648,24,1,business,Young,360.3333333333333,1,1
27,male,unskilled_and_non-resident,own,little,little,802,14,0,car,Young,57.285714285714285,1,1
43,male,skilled,own,little,moderate,2899,18,0,car,Middle-aged,161.05555555555554,1,2
22,male,skilled,own,little,moderate,2039,24,1,radio/TV,Young,84.95833333333333,1,2
43,male,skilled,own,little,moderate,2197,24,0,car,Middle-aged,91.54166666666667,1,2
27,male,skilled,own,little,little,1053,15,0,radio/TV,Young,70.2,1,1
26,male,highly skilled,own,quite rich,moderate,3235,24,0,radio/TV,Young,134.79166666666666,4,2
28,male,skilled,own,quite rich,rich,939,12,1,car,Young,78.25,4,3
20,female,skilled,own,little,moderate,1967,24,0,radio/TV,Young,81.95833333333333,1,2
35,male,highly skilled,own,little,little,7253,33,0,car,Middle-aged,219.78787878787878,1,1
42,male,highly skilled,own,little,little,2292,12,1,business,Middle-aged,191.0,1,1
40,male,unskilled_and_non-resident,rent,quite rich,moderate,1597,10,0,car,Middle-aged,159.7,4,2
35,female,skilled,own,little,little,1381,24,1,car,Middle-aged,57.541666666666664,1,1
35,male,skilled,own,little,little,5842,36,0,car,Middle-aged,162.27777777777777,1,1
33,male,unskilled_and_non-resident,own,little,little,2579,12,1,car,Young,214.91666666666666,1,1
23,female,skilled,rent,little,little,8471,18,0,education,Young,470.6111111111111,1,1
31,female,highly skilled,own,quite rich,moderate,2782,21,0,car,Young,132.47619047619048,4,2
33,female,skilled,own,little,moderate,1042,18,1,car,Young,57.888888888888886,1,2
20,female,skilled,rent,rich,moderate,3186,15,0,car,Young,212.4,3,2
30,male,skilled,own,little,moderate,2028,12,0,car,Young,169.0,1,2
47,male,unskilled_and_non-resident,own,little,moderate,958,12,0,car,Middle-aged,79.83333333333333,1,2
34,male,highly skilled,own,moderate,moderate,1591,21,0,furniture/equipment,Young,75.76190476190476,2,2
25,female,skilled,own,little,moderate,2762,12,1,furniture/equipment,Young,230.16666666666666,1,2
21,male,skilled,rent,little,moderate,2779,18,0,car,Young,154.38888888888889,1,2
29,male,skilled,own,little,little,2743,28,0,radio/TV,Young,97.96428571428571,1,1
46,male,skilled,own,rich,moderate,1149,18,0,radio/TV,Middle-aged,63.833333333333336,3,2
20,male,skilled,own,little,little,1313,9,0,furniture/equipment,Young,145.88888888888889,1,1
55,female,unskilled_and_non-resident,free,little,little,1190,18,1,repairs,Middle-aged,66.11111111111111,1,1
74,male,unskilled_and_non-resident,own,little,little,3448,5,0,business,Retired,689.6,1,1
29,male,highly skilled,own,little,moderate,11328,24,1,vacation/others,Young,472.0,1,2
36,male,highly skilled,free,little,little,1872,6,0,furniture/equipment,Middle-aged,312.0,1,1
33,male,skilled,own,little,little,2058,24,0,repairs,Young,85.75,1,1
25,male,skilled,own,little,little,2136,9,0,furniture/equipment,Young,237.33333333333334,1,1
25,male,skilled,own,little,moderate,1484,12,1,radio/TV,Young,123.66666666666667,1,2
23,male,unskilled_and_non-resident,rent,quite rich,moderate,660,6,0,repairs,Young,110.0,4,2
37,female,skilled,own,rich,moderate,1287,24,0,car,Middle-aged,53.625,3,2
65,male,unskilled_and_non-resident,own,little,little,3394,42,0,repairs,Retired,80.80952380952381,1,1
26,female,unskilled_and_non-resident,own,little,rich,609,12,1,business,Young,50.75,1,3
39,male,highly skilled,own,little,little,1884,12,0,car,Middle-aged,157.0,1,1
30,female,skilled,own,little,little,1620,12,0,furniture/equipment,Young,135.0,1,1
29,male,skilled,own,little,moderate,2629,20,0,vacation/others,Young,131.45,1,2
41,male,unskilled_and_non-resident,own,little,little,719,12,1,education,Middle-aged,59.916666666666664,1,1
30,female,highly skilled,own,little,moderate,5096,48,1,furniture/equipment,Young,106.16666666666667,1,2
41,female,unskilled_and_non-resident,rent,little,moderate,1244,9,0,education,Middle-aged,138.22222222222223,1,2
34,female,skilled,own,little,little,1842,36,1,car,Young,51.166666666666664,1,1
35,male,skilled,own,little,moderate,2576,7,0,radio/TV,Middle-aged,368.0,1,2
55,female,highly skilled,own,little,rich,1424,12,0,furniture/equipment,Middle-aged,118.66666666666667,1,3
61,male,skilled,own,rich,moderate,1512,15,1,repairs,Middle-aged,100.8,3,2
30,male,highly skilled,own,little,moderate,11054,36,0,car,Young,307.05555555555554,1,2
29,female,skilled,own,little,little,518,6,0,radio/TV,Young,86.33333333333333,1,1
34,male,skilled,own,little,little,2759,12,0,furniture/equipment,Young,229.91666666666666,1,1
35,male,highly skilled,own,little,little,2670,24,0,car,Middle-aged,111.25,1,1
31,male,skilled,own,little,little,4817,24,1,car,Young,200.70833333333334,1,1
29,female,highly skilled,own,little,little,2679,24,0,car,Young,111.625,1,1
36,male,skilled,rent,little,little,3905,11,0,car,Middle-aged,355.0,1,1
35,male,skilled,free,little,little,3386,12,1,car,Middle-aged,282.1666666666667,1,1
27,female,skilled,own,little,little,343,6,0,domestic appliances,Young,57.166666666666664,1,1
32,male,skilled,own,little,little,4594,18,0,radio/TV,Young,255.22222222222223,1,1
37,male,skilled,own,little,little,3620,36,0,furniture/equipment,Middle-aged,100.55555555555556,1,1
36,male,skilled,own,little,little,1721,15,0,car,Middle-aged,114.73333333333333,1,1
34,female,highly skilled,rent,little,moderate,3017,12,0,furniture/equipment,Young,251.41666666666666,1,2
38,male,skilled,own,little,moderate,754,12,0,education,Middle-aged,62.833333333333336,1,2
34,male,skilled,own,little,little,1950,18,0,business,Young,108.33333333333333,1,1
63,male,skilled,own,little,little,2924,24,0,car,Middle-aged,121.83333333333333,1,1
29,female,unskilled_and_non-resident,rent,little,little,1659,24,1,radio/TV,Young,69.125,1,1
32,male,skilled,own,little,moderate,7238,48,0,radio/TV,Young,150.79166666666666,1,2
26,female,skilled,own,little,little,2764,33,0,business,Young,83.75757575757575,1,1
35,male,unskilled_and_non-resident,own,little,little,4679,24,0,car,Middle-aged,194.95833333333334,1,1
22,male,skilled,rent,moderate,moderate,3092,24,1,radio/TV,Young,128.83333333333334,2,2
23,female,skilled,own,little,little,448,6,1,education,Young,74.66666666666667,1,1
28,male,unskilled_and_non-resident,own,little,little,654,9,1,car,Young,72.66666666666667,1,1
36,male,highly skilled,own,little,moderate,1238,6,0,education,Middle-aged,206.33333333333334,1,2
33,male,skilled,own,little,moderate,1245,18,1,radio/TV,Young,69.16666666666667,1,2
26,female,skilled,rent,little,little,3114,18,1,furniture/equipment,Young,173.0,1,1
24,male,skilled,own,quite rich,moderate,2569,39,0,car,Young,65.87179487179488,4,2
25,male,skilled,own,little,rich,5152,24,0,radio/TV,Young,214.66666666666666,1,3
39,male,unskilled_and_non-resident,own,moderate,moderate,1037,12,0,business,Middle-aged,86.41666666666667,2,2
44,male,skilled,own,little,little,1478,15,0,furniture/equipment,Middle-aged,98.53333333333333,1,1
23,female,unskilled_and_non-resident,own,little,moderate,3573,12,0,radio/TV,Young,297.75,1,2
26,male,skilled,own,little,moderate,1201,24,0,car,Young,50.041666666666664,1,2
57,female,skilled,rent,rich,little,3622,30,0,furniture/equipment,Middle-aged,120.73333333333333,3,1
30,female,skilled,own,rich,moderate,960,15,0,furniture/equipment,Young,64.0,3,2
44,male,skilled,own,quite rich,moderate,1163,12,0,car,Middle-aged,96.91666666666667,4,2
47,male,highly skilled,own,little,moderate,1209,6,1,car,Middle-aged,201.5,1,2
52,male,skilled,own,little,little,3077,12,0,radio/TV,Middle-aged,256.4166666666667,1,1
62,female,skilled,free,little,little,3757,24,0,car,Middle-aged,156.54166666666666,1,1
35,male,unskilled_and_non-resident,rent,moderate,moderate,1418,10,0,car,Middle-aged,141.8,2,2
26,male,skilled,rent,little,little,3518,6,0,car,Young,586.3333333333334,1,1
26,male,skilled,own,little,little,1934,12,0,radio/TV,Young,161.16666666666666,1,1
42,female,highly skilled,free,little,moderate,8318,27,1,business,Middle-aged,308.0740740740741,1,2
27,female,skilled,own,moderate,moderate,1237,6,0,radio/TV,Young,206.16666666666666,2,2
38,male,skilled,own,little,moderate,368,6,0,radio/TV,Middle-aged,61.333333333333336,1,2
39,male,unskilled_and_non-resident,rent,little,little,2122,12,0,car,Middle-aged,176.83333333333334,1,1
20,male,skilled,own,little,little,2996,24,1,furniture/equipment,Young,124.83333333333333,1,1
29,male,highly skilled,rent,moderate,moderate,9034,36,1,furniture/equipment,Young,250.94444444444446,2,2
40,male,skilled,own,little,little,1585,24,0,furniture/equipment,Middle-aged,66.04166666666667,1,1
32,male,unskilled_and_non-resident,own,little,moderate,1301,18,0,radio/TV,Young,72.27777777777777,1,2
28,male,skilled,own,moderate,rich,1323,6,0,car,Young,220.5,2,3
27,female,skilled,own,little,little,3123,24,1,car,Young,130.125,1,1
42,male,skilled,free,little,little,5493,36,0,car,Middle-aged,152.58333333333334,1,1
49,male,skilled,own,moderate,rich,1126,9,0,radio/TV,Middle-aged,125.11111111111111,2,3
38,male,skilled,own,moderate,moderate,1216,24,1,radio/TV,Middle-aged,50.666666666666664,2,2
24,female,skilled,rent,little,little,1207,24,1,car,Young,50.291666666666664,1,1
27,male,unskilled_and_non-resident,own,little,moderate,1309,10,1,car,Young,130.9,1,2
36,male,skilled,own,quite rich,rich,2360,15,0,car,Middle-aged,157.33333333333334,4,3
34,male,highly skilled,own,moderate,moderate,6850,15,1,car,Young,456.6666666666667,2,2
28,male,skilled,own,little,little,1413,24,0,radio/TV,Young,58.875,1,1
45,male,highly skilled,own,moderate,moderate,8588,39,0,car,Middle-aged,220.2051282051282,2,2
26,male,skilled,own,little,little,759,12,1,car,Young,63.25,1,1
32,male,highly skilled,free,little,little,4686,36,0,car,Young,130.16666666666666,1,1
26,male,skilled,rent,little,rich,2687,15,0,business,Young,179.13333333333333,1,3
20,male,skilled,rent,little,moderate,585,12,0,radio/TV,Young,48.75,1,2
54,male,skilled,own,little,moderate,2255,24,0,car,Middle-aged,93.95833333333333,1,2
37,female,skilled,own,little,little,609,6,0,car,Middle-aged,101.5,1,1
40,male,unskilled_and_non-resident,own,little,little,1361,6,0,car,Middle-aged,226.83333333333334,1,1
23,female,skilled,rent,little,little,7127,36,1,furniture/equipment,Young,197.97222222222223,1,1
43,male,skilled,own,moderate,little,1203,6,0,car,Middle-aged,200.5,2,1
36,male,skilled,free,little,moderate,700,6,0,radio/TV,Middle-aged,116.66666666666667,1,2
44,male,skilled,free,little,little,5507,24,0,repairs,Middle-aged,229.45833333333334,1,1
24,female,skilled,own,little,little,3190,18,1,radio/TV,Young,177.22222222222223,1,1
53,male,skilled,free,little,little,7119,48,1,furniture/equipment,Middle-aged,148.3125,1,1
23,female,skilled,own,moderate,moderate,3488,24,0,car,Young,145.33333333333334,2,2
26,female,unskilled_and_non-resident,own,little,moderate,1113,18,0,radio/TV,Young,61.833333333333336,1,2
30,male,skilled,own,little,moderate,7966,26,0,car,Young,306.38461538461536,1,2
31,female,skilled,own,moderate,moderate,1532,15,0,education,Young,102.13333333333334,2,2
42,male,unskilled_and_non-resident,own,little,little,1503,4,0,radio/TV,Middle-aged,375.75,1,1
31,male,skilled,rent,little,little,2302,36,1,radio/TV,Young,63.94444444444444,1,1
41,male,unskilled_and_non-resident,own,little,little,662,6,0,car,Middle-aged,110.33333333333333,1,1
32,male,skilled,own,little,moderate,2273,36,0,education,Young,63.138888888888886,1,2
28,female,skilled,rent,moderate,moderate,2631,15,1,car,Young,175.4,2,2
41,male,skilled,rent,little,little,1503,12,0,car,Middle-aged,125.25,1,1
26,male,skilled,own,moderate,moderate,1311,24,0,radio/TV,Young,54.625,2,2
25,male,skilled,own,little,moderate,3105,24,0,radio/TV,Young,129.375,1,2
33,male,skilled,rent,little,rich,2319,21,1,education,Young,110.42857142857143,1,3
75,female,highly skilled,own,little,little,1374,6,0,car,Retired,229.0,1,1
37,female,skilled,own,little,moderate,3612,18,0,furniture/equipment,Middle-aged,200.66666666666666,1,2
42,male,highly skilled,free,little,little,7763,48,1,car,Middle-aged,161.72916666666666,1,1
45,female,unskilled_and_non-resident,own,little,rich,3049,18,0,furniture/equipment,Middle-aged,169.38888888888889,1,3
23,male,skilled,rent,little,moderate,1534,12,1,radio/TV,Young,127.83333333333333,1,2
60,male,skilled,free,little,little,2032,24,0,car,Middle-aged,84.66666666666667,1,1
31,male,skilled,own,little,little,6350,30,1,furniture/equipment,Young,211.66666666666666,1,1
34,male,unskilled_and_non-resident,own,little,rich,2864,18,1,furniture/equipment,Young,159.11111111111111,1,3
61,male,unskilled_and_non-resident,own,little,little,1255,12,0,car,Middle-aged,104.58333333333333,1,1
43,male,skilled,free,little,little,1333,24,1,car,Middle-aged,55.541666666666664,1,1
37,female,skilled,own,little,little,2022,24,0,car,Middle-aged,84.25,1,1
32,male,skilled,own,little,little,1552,24,0,radio/TV,Young,64.66666666666667,1,1
24,female,unskilled_and_non-resident,own,little,little,626,12,1,radio/TV,Young,52.166666666666664,1,1
35,male,skilled,free,little,moderate,8858,48,0,car,Middle-aged,184.54166666666666,1,2
23,female,skilled,own,little,moderate,996,12,0,repairs,Young,83.0,1,2
45,male,unskilled_and_non-resident,own,quite rich,moderate,1750,6,0,radio/TV,Middle-aged,291.6666666666667,4,2
34,male,skilled,own,little,little,6999,48,1,radio/TV,Young,145.8125,1,1
27,male,skilled,own,moderate,moderate,1995,12,0,car,Young,166.25,2,2
67,female,highly skilled,own,little,moderate,1199,9,0,education,Retired,133.22222222222223,1,2
22,male,skilled,own,little,moderate,1331,12,1,radio/TV,Young,110.91666666666667,1,2
28,female,skilled,own,moderate,moderate,2278,18,1,car,Young,126.55555555555556,2,2
29,female,skilled,own,little,moderate,5003,21,1,car,Young,238.23809523809524,1,2
27,male,skilled,own,little,little,3552,24,1,furniture/equipment,Young,148.0,1,1
31,male,unskilled_and_non-resident,own,little,moderate,1928,18,1,furniture/equipment,Young,107.11111111111111,1,2
49,male,skilled,free,little,little,2964,24,0,car,Middle-aged,123.5,1,1
24,male,unskilled_and_non-resident,rent,little,little,1546,24,1,radio/TV,Young,64.41666666666667,1,1
29,female,skilled,own,little,rich,683,6,0,radio/TV,Young,113.83333333333333,1,3
37,male,skilled,free,little,moderate,12389,36,1,car,Middle-aged,344.1388888888889,1,2
37,male,highly skilled,own,little,moderate,4712,24,0,business,Middle-aged,196.33333333333334,1,2
23,female,skilled,rent,moderate,moderate,1553,24,0,radio/TV,Young,64.70833333333333,2,2
36,male,skilled,own,little,little,1372,12,1,car,Middle-aged,114.33333333333333,1,1
34,male,skilled,own,rich,moderate,2578,24,0,radio/TV,Young,107.41666666666667,3,2
41,male,skilled,own,little,moderate,3979,48,0,radio/TV,Middle-aged,82.89583333333333,1,2
31,female,skilled,own,little,little,6758,48,1,radio/TV,Young,140.79166666666666,1,1
23,female,unskilled_and_non-resident,rent,little,little,3234,24,1,furniture/equipment,Young,134.75,1,1
38,male,skilled,own,little,little,5954,30,0,radio/TV,Middle-aged,198.46666666666667,1,1
26,female,highly skilled,rent,little,moderate,5433,24,0,car,Young,226.375,1,2
22,female,unskilled_and_non-resident,own,little,little,806,15,0,business,Young,53.733333333333334,1,1
27,male,unskilled_and_non-resident,own,little,moderate,1082,9,0,radio/TV,Young,120.22222222222223,1,2
24,female,skilled,own,little,little,2788,15,0,furniture/equipment,Young,185.86666666666667,1,1
27,female,skilled,own,little,moderate,2930,12,0,radio/TV,Young,244.16666666666666,1,2
33,female,skilled,own,little,moderate,1927,24,0,education,Young,80.29166666666667,1,2
27,male,skilled,own,little,moderate,2820,36,1,car,Young,78.33333333333333,1,2
27,male,unskilled_and_non-resident,own,little,little,937,24,0,education,Young,39.041666666666664,1,1
30,male,skilled,own,little,moderate,1056,18,1,car,Young,58.666666666666664,1,2
49,male,unskilled_and_non-resident,own,little,moderate,3124,12,0,car,Middle-aged,260.3333333333333,1,2
26,female,skilled,rent,little,little,1388,9,0,furniture/equipment,Young,154.22222222222223,1,1
33,male,unskilled_and_non-resident,rent,little,moderate,2384,36,1,repairs,Young,66.22222222222223,1,2
52,female,highly skilled,free,little,moderate,2133,12,0,car,Middle-aged,177.75,1,2
20,female,skilled,rent,little,little,2039,18,1,furniture/equipment,Young,113.27777777777777,1,1
36,male,skilled,rent,little,little,2799,9,0,car,Middle-aged,311.0,1,1
21,male,unskilled_and_non-resident,own,little,little,1289,12,0,furniture/equipment,Young,107.41666666666667,1,1
47,male,unskilled_and_non-resident,own,little,little,1217,18,1,domestic appliances,Middle-aged,67.61111111111111,1,1
60,male,skilled,own,little,little,2246,12,1,furniture/equipment,Middle-aged,187.16666666666666,1,1
58,female,unskilled_and_non-resident,own,little,little,385,12,0,radio/TV,Middle-aged,32.083333333333336,1,1
42,female,skilled,rent,little,moderate,1965,24,0,car,Middle-aged,81.875,1,2
36,female,unskilled_and_non-resident,own,rich,moderate,1572,21,0,business,Middle-aged,74.85714285714286,3,2
20,female,unskilled_and_non-resident,rent,little,moderate,2718,24,1,car,Young,113.25,1,2
40,male,highly skilled,own,little,little,1358,24,1,vacation/others,Middle-aged,56.583333333333336,1,1
32,female,unskilled_and_non-resident,own,moderate,moderate,931,6,1,car,Young,155.16666666666666,2,2
23,female,skilled,rent,little,little,1442,24,1,car,Young,60.083333333333336,1,1
36,male,unskilled_and_non-resident,own,little,moderate,4241,24,1,business,Middle-aged,176.70833333333334,1,2
31,male,skilled,own,little,little,2775,18,1,car,Young,154.16666666666666,1,1
32,male,skilled,free,little,little,3863,24,0,business,Young,160.95833333333334,1,1
45,female,skilled,own,little,moderate,2329,7,0,radio/TV,Middle-aged,332.7142857142857,1,2
30,female,skilled,own,little,moderate,918,9,1,furniture/equipment,Young,102.0,1,2
34,female,unskilled_and_non-resident,free,little,moderate,1837,24,1,education,Young,76.54166666666667,1,2
28,female,highly skilled,own,little,little,3349,36,1,furniture/equipment,Young,93.02777777777777,1,1
23,female,skilled,own,little,rich,1275,10,0,furniture/equipment,Young,127.5,1,3
22,male,skilled,own,quite rich,little,2828,24,0,furniture/equipment,Young,117.83333333333333,4,1
74,male,highly skilled,own,little,little,4526,24,0,business,Retired,188.58333333333334,1,1
50,female,skilled,free,moderate,moderate,2671,36,1,radio/TV,Middle-aged,74.19444444444444,2,2
33,male,skilled,own,little,little,2051,18,0,radio/TV,Young,113.94444444444444,1,1
45,male,skilled,free,little,moderate,1300,15,0,car,Middle-aged,86.66666666666667,1,2
22,female,skilled,own,moderate,little,741,12,1,domestic appliances,Young,61.75,2,1
48,female,unskilled_and_non-resident,free,moderate,rich,1240,10,1,car,Middle-aged,124.0,2,3
29,female,skilled,own,rich,little,3357,21,0,radio/TV,Young,159.85714285714286,3,1
22,female,skilled,rent,little,little,3632,24,0,car,Young,151.33333333333334,1,1
22,female,skilled,own,little,little,1808,18,1,furniture/equipment,Young,100.44444444444444,1,1
48,male,highly skilled,own,little,moderate,12204,48,0,business,Middle-aged,254.25,1,2
27,male,highly skilled,free,little,moderate,9157,60,0,radio/TV,Young,152.61666666666667,1,2
37,male,skilled,rent,little,little,3676,6,0,car,Middle-aged,612.6666666666666,1,1
21,female,skilled,rent,moderate,moderate,3441,30,1,furniture/equipment,Young,114.7,2,2
49,male,unskilled_and_non-resident,own,little,little,640,12,0,car,Middle-aged,53.333333333333336,1,1
27,male,skilled,own,little,moderate,3652,21,0,business,Young,173.9047619047619,1,2
32,male,skilled,own,little,little,1530,18,1,car,Young,85.0,1,1
38,male,skilled,own,little,moderate,3914,48,1,business,Middle-aged,81.54166666666667,1,2
